x13,col,yr,site,sample.core.no,replicate.section,type.1,sample,region,loc.collect,principal.habitat,cervicornis,long,lat,water.depth,date,collector,loc.store,type.2,type.3,penetration.depth.m,recovery.m,bot.m,top.m,section.length,type.4,max,min,method,temp,notes,wet,dry,x2mm,x500,x250,x106,x63,otoliths,spicules,mollusks,dermal.denticles,gastropods,bivalvia,scaphop,bryozoa,urchins,crustacean,corals,halimedas,otolitos.vertebras.dientes,residuos,sagittal.number,sagittal.weight.mg,other.number,other.weight.mg,dientes.number,dientes.weight.mg,huesos.number,huesos.weight.mg,name,desc,long.1,lat.deg,lat.dec.mins,long.deg,long.dec.mins,lat.deg.1,lat.mins,lat.sec,long.deg.1,long.mins,long.sec
NA,AT,16, 1,1,1,O,AT16-1-1-1,Dominican Republic,Ca̱on de Buho,Fringing reef,dead,-71.78436,18.48767,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Equivalent to AT12-22-1-, Dick's 1A/C/D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-1-1,Holocene,-71.78436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,1,1,S,AT16-1-1-1,Dominican Republic,Ca̱on de Buho,Fringing reef,dead,-71.78436,18.48767,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Equivalent to AT12-22-1-, Dick's 1A/C/D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-1-1,Holocene,-71.78436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,1,1,DD,AT16-1-1-1,Dominican Republic,Ca̱on de Buho,Fringing reef,dead,-71.78436,18.48767,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Equivalent to AT12-22-1-, Dick's 1A/C/D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-1-1,Holocene,-71.78436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,1,2,O,AT16-1-1-2,Dominican Republic,Ca̱on de Buho,Fringing reef,dead,-71.78436,18.48767,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Equivalent to AT12-22-1-, Dick's 1A/C/D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-1-2,Holocene,-71.78436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,1,2,S,AT16-1-1-2,Dominican Republic,Ca̱on de Buho,Fringing reef,dead,-71.78436,18.48767,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Equivalent to AT12-22-1-, Dick's 1A/C/D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-1-2,Holocene,-71.78436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,1,2,DD,AT16-1-1-2,Dominican Republic,Ca̱on de Buho,Fringing reef,dead,-71.78436,18.48767,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Equivalent to AT12-22-1-, Dick's 1A/C/D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-1-2,Holocene,-71.78436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,1,3,O,AT16-1-1-3,Dominican Republic,Ca̱on de Buho,Fringing reef,dead,-71.78436,18.48767,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Equivalent to AT12-22-1-, Dick's 1A/C/D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-1-3,Holocene,-71.78436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,1,3,S,AT16-1-1-3,Dominican Republic,Ca̱on de Buho,Fringing reef,dead,-71.78436,18.48767,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Equivalent to AT12-22-1-, Dick's 1A/C/D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-1-3,Holocene,-71.78436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,1,3,DD,AT16-1-1-3,Dominican Republic,Ca̱on de Buho,Fringing reef,dead,-71.78436,18.48767,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Equivalent to AT12-22-1-, Dick's 1A/C/D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-1-3,Holocene,-71.78436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,1,4,O,AT16-1-1-4,Dominican Republic,Ca̱on de Buho,Fringing reef,dead,-71.78436,18.48767,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Equivalent to AT12-22-1-, Dick's 1A/C/D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-1-4,Holocene,-71.78436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,1,4,S,AT16-1-1-4,Dominican Republic,Ca̱on de Buho,Fringing reef,dead,-71.78436,18.48767,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Equivalent to AT12-22-1-, Dick's 1A/C/D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-1-4,Holocene,-71.78436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,1,4,DD,AT16-1-1-4,Dominican Republic,Ca̱on de Buho,Fringing reef,dead,-71.78436,18.48767,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Equivalent to AT12-22-1-, Dick's 1A/C/D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-1-4,Holocene,-71.78436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,1,5,O,AT16-1-1-5,Dominican Republic,Ca̱on de Buho,Fringing reef,dead,-71.78436,18.48767,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Equivalent to AT12-22-1-, Dick's 1A/C/D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-1-5,Holocene,-71.78436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,1,5,S,AT16-1-1-5,Dominican Republic,Ca̱on de Buho,Fringing reef,dead,-71.78436,18.48767,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Equivalent to AT12-22-1-, Dick's 1A/C/D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-1-5,Holocene,-71.78436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,1,5,DD,AT16-1-1-5,Dominican Republic,Ca̱on de Buho,Fringing reef,dead,-71.78436,18.48767,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Equivalent to AT12-22-1-, Dick's 1A/C/D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-1-5,Holocene,-71.78436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,2,1,O,AT16-1-2-1,Dominican Republic,Ca̱on de Buho,Reef core,NA,-71.78384,18.48919,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,collected corals for dating from reef core AT16-1-2-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-2-1,Holocene,-71.78384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,2,1,S,AT16-1-2-1,Dominican Republic,Ca̱on de Buho,Reef core,NA,-71.78384,18.48919,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,~Equivalent to AT12-22-3- (slightly further down same wall),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-2-1,Holocene,-71.78384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,2,1,DD,AT16-1-2-1,Dominican Republic,Ca̱on de Buho,Reef core,NA,-71.78384,18.48919,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,~Equivalent to AT12-22-3- ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-2-1,Holocene,-71.78384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,2,2,O,AT16-1-2-2,Dominican Republic,Ca̱on de Buho,Reef core,NA,-71.78384,18.48919,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,~Equivalent to AT12-22-3- ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-2-2,Holocene,-71.78384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,2,2,S,AT16-1-2-2,Dominican Republic,Ca̱on de Buho,Reef core,NA,-71.78384,18.48919,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,~Equivalent to AT12-22-3- ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-2-2,Holocene,-71.78384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,2,2,DD,AT16-1-2-2,Dominican Republic,Ca̱on de Buho,Reef core,NA,-71.78384,18.48919,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,~Equivalent to AT12-22-3- ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-2-2,Holocene,-71.78384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,2,3,O,AT16-1-2-3,Dominican Republic,Ca̱on de Buho,Reef core,NA,-71.78384,18.48919,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,~Equivalent to AT12-22-3- ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-2-3,Holocene,-71.78384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,2,3,S,AT16-1-2-3,Dominican Republic,Ca̱on de Buho,Reef core,NA,-71.78384,18.48919,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,~Equivalent to AT12-22-3- ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-2-3,Holocene,-71.78384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,2,3,DD,AT16-1-2-3,Dominican Republic,Ca̱on de Buho,Reef core,NA,-71.78384,18.48919,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,~Equivalent to AT12-22-3- ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-2-3,Holocene,-71.78384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,2,4,O,AT16-1-2-4,Dominican Republic,Ca̱on de Buho,Reef core,NA,-71.78384,18.48919,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,~Equivalent to AT12-22-3- ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-2-4,Holocene,-71.78384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,2,4,S,AT16-1-2-4,Dominican Republic,Ca̱on de Buho,Reef core,NA,-71.78384,18.48919,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,~Equivalent to AT12-22-3- ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-2-4,Holocene,-71.78384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,2,4,DD,AT16-1-2-4,Dominican Republic,Ca̱on de Buho,Reef core,NA,-71.78384,18.48919,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,~Equivalent to AT12-22-3- ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-2-4,Holocene,-71.78384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,2,5,O,AT16-1-2-5,Dominican Republic,Ca̱on de Buho,Reef core,NA,-71.78384,18.48919,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,Exactly equivalent to AT12-22-3-1 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-2-5,Holocene,-71.78384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,2,5,S,AT16-1-2-5,Dominican Republic,Ca̱on de Buho,Reef core,NA,-71.78384,18.48919,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,Exactly equivalent to AT12-22-3-1 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT16-1-2-5,Holocene,-71.78384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,2,5,DD,AT16-1-2-5,Dominican Republic,Ca̱on de Buho,Reef core,NA,-71.78384,18.48919,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,Exactly equivalent to AT12-22-3-1 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 1,NA,NA,H,AT16-1--,Dominican Republic,Ca̱on de Buho,NA,NA,NA,NA,NA,17-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Hand,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,Coral for dating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 2,1,1,O,AT16-2-1-1,Dominican Republic,Ca̱ada Honda,Fringing reef,dead,-71.62204,18.53374,NA,18-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,1m height marker (dating paper unknown),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 2,1,1,S,AT16-2-1-1,Dominican Republic,Ca̱ada Honda,Fringing reef,dead,-71.62204,18.53374,NA,18-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,1m height marker (dating paper unknown),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 2,1,1,DD,AT16-2-1-1,Dominican Republic,Ca̱ada Honda,Fringing reef,dead,-71.62204,18.53374,NA,18-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,1m height marker (dating paper unknown),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 2,1,2,O,AT16-2-1-2,Dominican Republic,Ca̱ada Honda,Fringing reef,dead,-71.62204,18.53374,NA,18-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,Equivalent to AT12-7-1-2; 2m height marker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 2,1,2,S,AT16-2-1-2,Dominican Republic,Ca̱ada Honda,Fringing reef,dead,-71.62204,18.53374,NA,18-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,Equivalent to AT12-7-1-2; 2m height marker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 2,1,2,DD,AT16-2-1-2,Dominican Republic,Ca̱ada Honda,Fringing reef,dead,-71.62204,18.53374,NA,18-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,Equivalent to AT12-7-1-2; 2m height marker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 2,1,3,O,AT16-2-1-3,Dominican Republic,Ca̱ada Honda,Fringing reef,dead,-71.62204,18.53374,NA,18-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Contemporaneous with Taylor CH17; ""408m"" tag; 3m height marker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 2,1,3,S,AT16-2-1-3,Dominican Republic,Ca̱ada Honda,Fringing reef,dead,-71.62204,18.53374,NA,18-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Contemporaneous with Taylor CH17; ""408m"" tag; 3m height marker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 2,1,3,DD,AT16-2-1-3,Dominican Republic,Ca̱ada Honda,Fringing reef,dead,-71.62204,18.53374,NA,18-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,"Contemporaneous with Taylor CH17; ""408m"" tag; 3m height marker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 2,1,4,O,AT16-2-1-4,Dominican Republic,Ca̱ada Honda,Fringing reef,dead,-71.62204,18.53374,NA,18-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,4m height marker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 2,1,4,S,AT16-2-1-4,Dominican Republic,Ca̱ada Honda,Fringing reef,dead,-71.62204,18.53374,NA,18-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,4m height marker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 2,1,4,DD,AT16-2-1-4,Dominican Republic,Ca̱ada Honda,Fringing reef,dead,-71.62204,18.53374,NA,18-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,4m height marker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,16, 2,1,5,O,AT16-2-1-5,Dominican Republic,Ca̱ada Honda,Fringing reef,dead,-71.62204,18.53374,NA,18-Mar-2016,"Aaron, Erin, Felix, Mauro, Sean",STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,Equivalent to AT12-7-1-1 (Dick's 4F); 5m height marker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
